string[64]	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	xeh	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	END
Code	BindDummy	NPCCode	NPCName	MAPCode	Store_trade	IsSet_NPCangle	Store_NPCangle	NPCClass1	NPCClass2	NPCClass3	NPCClass4	NPCClass5	NPCClass6	NPCClass7	NPCClass8	NPCClass9	NPCClass10	ListCount	LimListCount	LimItemInitTime	PriceSet	ItemUpCode	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	Item26	Item27	Item28	Item29	Item30	Item31	Item32	Item33	Item34	Item35	Item36	Item37	Item38	Item39	Item40	Item41	Item42	Item43	Item44	Item45	Item46	Item47	Item48	Item49	Item50	Item51	Item52	Item53	Item54	Item55	Item56	Item57	Item58	Item59	Item60	Item61	Item62	Item63	Item64	Item65	Item66	Item67	Item68	Item69	Item70	Item71	Item72	Item73	Item74	Item75	Item76	Item77	Item78	Item79	Item80	Item81	Item82	Item83	Item84	Item85	Item86	Item87	Item88	Item89	Item90	Item91	Item92	Item93	Item94	Item95	Item96	Item97	Item98	Item99	Item100	Item101	Item102	Item103	Item104	Item105	Item106	Item107	Item108	Item109	Item110	Item111	Item112	Item113	Item114	Item115	Item116	Item117	Item118	Item119	Item120	Item121	Item122	Item123	Item124	Item125	Item126	Item127	Item128	Item129	Item130	Item131	Item132	Item133	Item134	Item135	Item136	Item137	Item138	Item139	Item140	Item141	Item142	Item143	Item144	Item145	Item146	Item147	Item148	Item149	Item150	Item151	Item152	Item153	Item154	Item155	Item156	Item157	Item158	Item159	Item160	Item161	Item162	Item163	Item164	Item165	Item166	Item167	Item168	Item169	Item170	Item171	Item172	Item173	Item174	Item175	Item176	Item177	Item178	Item179	Item180	Item181	Item182	Item183	Item184	Item185	Item186	Item187	Item188	Item189	Item190	Item191	Item192	Item193	Item194	Item195	Item196	Item197	Item198	Item199	Item200	tmp1	tempnum1	tmp2	tempnum2	tmp3	tempnum3	tmp4	tempnum4	tmp5	tempnum5	tmp6	tempnum6	tmp7	tempnum7	tmp8	tempnum8	tmp9	tempnum9	tmp10	tempnum10	tmp11	tempnum11	tmp12	tempnum12	tmp13	tempnum13	tmp14	tempnum14	tmp15	tempnum15	tmp16	tempnum16	
sd03000	bd03000	03000	Зеленоглаз	NeutralB	0	0	0	1	13	2	53	0	0	0	0	0	0	62	0	0	1	FFFFFFFF	iwkna03	iwkna05	iwkna07	iwkna10	iwkna12	iwkna15	iwswa03	iwswa05	iwswa07	iwswa10	iwswa12	iwswa15	iwaxa03	iwaxa05	iwaxa07	iwaxa10	iwaxa12	iwaxa15	iwmaa03	iwmaa05	iwmaa07	iwmaa10	iwmaa12	iwmaa15	iwsta03	iwsta05	iwsta07	iwsta10	iwsta12	iwsta15	iwspa03	iwspa05	iwspa07	iwspa10	iwspa12	iwspa15	iwboa03	iwboa05	iwboa07	iwboa10	iwboa12	iwboa15	iwfia03	iwfia05	iwfia07	iwfia10	iwfia12	iwfia15	iwdka05	iwdka10	iwdka15	idbca04	idbca07	idbca10	idbca13	idbca16	ibbow01	ibbow08	ibbow15	ibfir01	ibfir04	ibfir05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sd03001	bd03001	03001	Маер Бейн	NeutralB	0	0	0	1	13	2	0	0	0	0	0	0	0	62	0	0	1	FFFFFFFF	iwkna03	iwkna05	iwkna07	iwkna10	iwkna12	iwkna15	iwswa03	iwswa05	iwswa07	iwswa10	iwswa12	iwswa15	iwaxa03	iwaxa05	iwaxa07	iwaxa10	iwaxa12	iwaxa15	iwmaa03	iwmaa05	iwmaa07	iwmaa10	iwmaa12	iwmaa15	iwsta03	iwsta05	iwsta07	iwsta10	iwsta12	iwsta15	iwspa03	iwspa05	iwspa07	iwspa10	iwspa12	iwspa15	iwboa03	iwboa05	iwboa07	iwboa10	iwboa12	iwboa15	iwfia03	iwfia05	iwfia07	iwfia10	iwfia12	iwfia15	iwdka05	iwdka10	iwdka15	idbca04	idbca07	idbca10	idbca13	idbca16	ibbow01	ibbow08	ibbow15	ibfir01	ibfir04	ibfir05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sd03002	bd03002	03002	Сейвел Айлан	NeutralB	0	0	0	1	13	0	0	0	0	0	0	0	0	81	0	0	1	FFFFFFFF	iwkna12	iwkna15	iwkna18	iwkna20	iwkna22	iwkna25	iwkna28	iwkna30	iwswa12	iwswa15	iwswa18	iwswa20	iwswa22	iwswa25	iwswa28	iwswa30	iwaxa12	iwaxa15	iwaxa18	iwaxa20	iwaxa22	iwaxa25	iwaxa28	iwaxa30	iwmaa12	iwmaa15	iwmaa18	iwmaa20	iwmaa22	iwmaa25	iwmaa28	iwmaa30	iwsta12	iwsta15	iwsta18	iwsta20	iwsta22	iwsta25	iwsta28	iwsta30	iwspa12	iwspa15	iwspa18	iwspa20	iwspa22	iwspa25	iwspa28	iwspa30	iwboa12	iwboa15	iwboa18	iwboa20	iwboa22	iwboa25	iwboa28	iwboa30	iwfia12	iwfia15	iwfia18	iwfia20	iwfia22	iwfia25	iwfia28	iwfia30	iwdka20	iwdka25	iwdka30	idbca19	idbca21	idbca23	idbca25	idbca27	idbca29	idbca31	idbca33	ibbow01	ibbow08	ibbow15	ibfir01	ibfir04	ibfir05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sd03010	bd03010	03010	Эль Луна	NeutralB	1	0	0	1	13	2	53	0	0	0	0	0	0	10	0	0	1	FFFFFFFF	ipbhp01	ipbhp02	ipbfp01	ipbfp02	ipbsp01	ipbsp02	ipbad00	ipbcu00	ipbhp09	ipbhp11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sd03011	bd03011	03011	Кармили	NeutralB	1	0	0	1	13	0	0	0	0	0	0	0	0	10	0	0	1	FFFFFFFF	ipbhp01	ipbhp02	ipbfp01	ipbfp02	ipbsp01	ipbsp02	ipbad00	ipbcu00	ipbhp09	ipbhp11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sd03012	bd03012	03012	Тайа Айлани	NeutralB	1	0	0	1	13	0	0	0	0	0	0	0	0	8	0	0	1	FFFFFFFF	ipbhp02	ipbhp03	ipbfp02	ipbfp03	ipbsp02	ipbsp03	ipbad00	ipbcu00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sd03020	bd03020	03020	Монси	NeutralB	2	0	0	1	13	2	53	0	0	0	0	0	0	45	0	0	1	FFFFFFFF	ihbwa04	iubwa04	ilbwa04	igbwa04	isbwa04	ihbwa07	iubwa07	ilbwa07	igbwa07	isbwa07	ihbwa10	iubwa10	ilbwa10	igbwa10	isbwa10	ihbwa13	iubwa13	ilbwa13	igbwa13	isbwa13	ihbwa16	iubwa16	ilbwa16	igbwa16	isbwa16	ihbra13	iubra13	ilbra13	igbra13	isbra13	ihbra16	iubra16	ilbra16	igbra16	isbra16	ihbfa13	iubfa13	ilbfa13	igbfa13	isbfa13	ihbfa16	iubfa16	ilbfa16	igbfa16	isbfa16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sd03021	bd03021	03021	Джэйден	NeutralB	2	0	0	1	13	53	0	0	0	0	0	0	0	120	0	0	30	7FFFFFFF	ihbwa35	iubwa35	ilbwa35	igbwa35	isbwa35	ihbwa37	iubwa37	ilbwa37	igbwa37	isbwa37	ihbwa39	iubwa39	ilbwa39	igbwa39	isbwa39	ihbwa41	iubwa41	ilbwa41	igbwa41	isbwa41	ihbwa43	iubwa43	ilbwa43	igbwa43	isbwa43	ihbwa45	iubwa45	ilbwa45	igbwa45	isbwa45	ihbwa47	iubwa47	ilbwa47	igbwa47	isbwa47	ihbra35	iubra35	ilbra35	igbra35	isbra35	ihbra37	iubra37	ilbra37	igbra37	isbra37	ihbra39	iubra39	ilbra39	igbra39	isbra39	ihbra41	iubra41	ilbra41	igbra41	isbra41	ihbra43	iubra43	ilbra43	igbra43	isbra43	ihbra45	iubra45	ilbra45	igbra45	isbra45	ihbra47	iubra47	ilbra47	igbra47	isbra47	ihbfa35	iubfa35	ilbfa35	igbfa35	isbfa35	ihbfa37	iubfa37	ilbfa37	igbfa37	isbfa37	ihbfa39	iubfa39	ilbfa39	igbfa39	isbfa39	ihbfa41	iubfa41	ilbfa41	igbfa41	isbfa41	ihbfa43	iubfa43	ilbfa43	igbfa43	isbfa43	ihbfa45	iubfa45	ilbfa45	igbfa45	isbfa45	ihbfa47	iubfa47	ilbfa47	igbfa47	isbfa47	ihbwa50	iubwa50	ilbwa50	igbwa50	isbwa50	ihbra50	iubra50	ilbra50	igbra50	isbra50	ihbfa50	iubfa50	ilbfa50	igbfa50	isbfa50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sd03022	bd03022	03022	Юрикэ	NeutralB	2	0	0	1	13	53	0	0	0	0	0	0	0	150	0	0	1	FFFFFFFF	ihbwa13	iubwa13	ilbwa13	igbwa13	isbwa13	ihbwa16	iubwa16	ilbwa16	igbwa16	isbwa16	ihbwa19	iubwa19	ilbwa19	igbwa19	isbwa19	ihbwa21	iubwa21	ilbwa21	igbwa21	isbwa21	ihbwa23	iubwa23	ilbwa23	igbwa23	isbwa23	ihbwa25	iubwa25	ilbwa25	igbwa25	isbwa25	ihbwa27	iubwa27	ilbwa27	igbwa27	isbwa27	ihbwa29	iubwa29	ilbwa29	igbwa29	isbwa29	ihbwa31	iubwa31	ilbwa31	igbwa31	isbwa31	ihbwa33	iubwa33	ilbwa33	igbwa33	isbwa33	ihbra13	iubra13	ilbra13	igbra13	isbra13	ihbra16	iubra16	ilbra16	igbra16	isbra16	ihbra19	iubra19	ilbra19	igbra19	isbra19	ihbra21	iubra21	ilbra21	igbra21	isbra21	ihbra23	iubra23	ilbra23	igbra23	isbra23	ihbra25	iubra25	ilbra25	igbra25	isbra25	ihbra27	iubra27	ilbra27	igbra27	isbra27	ihbra29	iubra29	ilbra29	igbra29	isbra29	ihbra31	iubra31	ilbra31	igbra31	isbra31	ihbra33	iubra33	ilbra33	igbra33	isbra33	ihbfa13	iubfa13	ilbfa13	igbfa13	isbfa13	ihbfa16	iubfa16	ilbfa16	igbfa16	isbfa16	ihbfa19	iubfa19	ilbfa19	igbfa19	isbfa19	ihbfa21	iubfa21	ilbfa21	igbfa21	isbfa21	ihbfa23	iubfa23	ilbfa23	igbfa23	isbfa23	ihbfa25	iubfa25	ilbfa25	igbfa25	isbfa25	ihbfa27	iubfa27	ilbfa27	igbfa27	isbfa27	ihbfa29	iubfa29	ilbfa29	igbfa29	isbfa29	ihbfa31	iubfa31	ilbfa31	igbfa31	isbfa31	ihbfa33	iubfa33	ilbfa33	igbfa33	isbfa33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sd03040	bd03040	03040	Амаен Шер	NeutralB	4	0	0	1	10	11	13	2	53	0	0	0	0	2	0	0	1	FFFFFFFF	inbbb01	inbbb02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sd03050	bd03050	03050	Тавра	NeutralB	5	0	0	1	5	36	38	39	40	13	2	53	0	7	0	0	1000	FFFFFFFF	iwmtb01	itttt01	itttt02	itttt03	iygem02	iygem03	iygem04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
