string[64]	dword	qword	dword	float	float	dword	dword	dword	dword	dword	dword	float	dword	float	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
Code	Level	NeedExp	UseFP	Penalty	AttGap	Attack_DP	AttFcStd	MinAfSelProb	MaxAFSelProb	AttDklUnit	DefSklUnit	WeakPart	StdDefFc	DefGap	DefFacing	fire	water	soil	wind	ForceLv	ForceMast	ForceAttStd	AttTechID1	AttTech1Prob	AttTech1MotionTime	PSecTechID	PSecTechMotionTime	MSecTechID	MSeacTechMotionTime	MaxHP	HPRecDelay	HPRecUnit	MaxFP	FPRecDelay	FPRecUnit	AttSpd	AttMoTime1	AttMoTime2	CrtMoTime	ViewExt	RefExt	AttExt	MovSpd	ScaleRate	Width	AttEffType	DefEffType	
0	1	2160	0	0,02	1	0	27	50	50	1	1	-1	10	0,574999988	0,742550015	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	70	2000	12	50	2000	4	1575	1575	1575	0	340	340	225	6	70	20	0	1041	
0	2	4752	0	0,02	1	0	32	50	50	1	1	-1	12	0,574999988	0,791217983	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	90	2000	12	50	2000	4	1575	1575	1575	0	340	340	225	6	70	20	0	1041	
0	3	8682	0	0,02	1	0	39	50	50	1	1	-1	16	0,574999988	0,773497999	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	120	2000	14	50	2000	4	1575	1575	1575	0	340	340	225	6	70	20	0	1041	
0	4	14046	0	0,02	1	0	45	50	50	2	2	-1	18	0,574999988	0,809107006	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	130	2000	14	50	2000	4	1575	1575	1575	0	340	340	225	6	70	20	0	1041	
0	5	21606	0	0,02	1	0	54	50	50	3	3	-1	22	0,574999988	0,818475008	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	170	2000	16	50	2000	4	1575	1575	1575	0	340	340	225	6	70	20	0	1041	
0	6	31214	0	0,02	1	0	60	50	50	4	3	-1	22	0,574999988	0,850050986	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	200	2000	16	50	2000	4	1575	1575	1575	0	340	340	225	6	70	20	0	1041	
0	7	43102	0	0,02	1	0	66	50	50	4	4	-1	26	0,574999988	0,848505974	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	210	2000	18	50	2000	4	1575	1575	1575	0	340	340	225	6	70	20	0	1041	
0	8	58601	0	0,02	1	0	77	50	50	4	4	-1	30	0,574999988	0,849363029	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	250	2000	18	50	2000	4	1575	1575	1575	0	340	340	225	6	70	20	0	1041	
0	9	77188	0	0,02	1	0	84	50	50	5	4	-1	38	0,574999988	0,835286021	0	0	0	0	1	1	16	0	0	1000	0	1000	0	1000	280	2000	20	50	2000	4	1575	1575	1575	0	340	340	225	6	70	20	0	1041	
