string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	END

03060	-1	1	0	1	0	100	100	0	2	48	0	1	56	1	2	4	-1	-1	-1	-1	-1	-1	Q304500	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1
04060	0	0	0	0	0	100	100	10	15	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	1	0	100	100	0	2	48	0	1	56	1	2	4	-1	-1	-1	-1	-1	-1	Q334500	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1
04060	1	0	0	0	0	100	100	10	15	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	1	0	100	100	0	2	39	0	1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q334377	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1
05060	0	0	0	0	0	100	100	10	15	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	0	1	0	100	100	0	2	48	0	1	56	1	2	4	-1	-1	-1	-1	-1	-1	Q364500	-1	-1	-1	-1
05060	1	0	0	0	0	100	100	10	15	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	1	0	1	0	100	100	0	2	39	0	1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q364379	-1	-1	-1	-1
030F0	0	1	0	1	0	100	100	0	2	49	0	1	56	1	2	4	-1	-1	-1	-1	-1	-1	Q304504	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1
030F0	1	1	0	1	0	100	100	0	2	34	0	1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q304340	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1
030F0	2	1	0	1	0	100	100	0	2	39	0	1	51	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q304380	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1
040F0	0	0	0	0	0	100	100	10	15	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	1	0	100	100	0	2	49	0	1	56	1	2	4	-1	-1	-1	-1	-1	-1	Q334504	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1
040F0	1	0	0	0	0	100	100	10	15	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	1	0	100	100	0	2	29	0	1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q334335	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1
