string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	END

10000	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10000	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10000	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01000	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01000	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
01000	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00100	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00100	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00100	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00010	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00010	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00010	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00001	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00001	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00001	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00001	-1	0	0	0	0	100	100	0	0	30	0	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	Q070000	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
