string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	END
Code	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	
LLcsm01	iwknb01	iwknb02	iwknb03	iwknb05	iwknb07	iwknb10	iwknb12	iwknb15	iwknb18	iwknb20	iwknb22	iwknb25	iwknb28	iwknb30	iwknb35	iwknb40	iwknb45	iwknb50	iwswb01	iwswb02	iwswb03	iwswb05	iwswb07	iwswb10	iwswb12	iwswb15	iwswb18	iwswb20	iwswb22	iwswb25	iwswb28	iwswb30	iwswb35	iwswb40	iwswb45	iwswb50	iwaxb01	iwaxb02	iwaxb03	iwaxb05	iwaxb07	iwaxb10	iwaxb12	iwaxb15	iwaxb18	iwaxb20	iwaxb22	iwaxb25	iwaxb28	iwaxb30	iwaxb35	iwaxb40	iwaxb45	iwaxb50	iwmab01	iwmab02	iwmab03	iwmab05	iwmab07	iwmab10	iwmab12	iwmab15	iwmab18	iwmab20	iwmab22	iwmab25	iwmab28	iwmab30	iwmab35	iwmab40	iwmab45	iwmab50	iwstb01	iwstb02	iwstb03	iwstb05	iwstb07	iwstb10	iwstb12	iwstb15	iwstb18	iwstb20	iwstb22	iwstb25	iwstb28	iwstb30	iwstb35	iwstb40	iwstb45	iwstb50	iwspb01	iwspb02	iwspb03	iwspb05	iwspb07	iwspb10	iwspb12	iwspb15	iwspb18	iwspb20	
LLcsm02	iwspb22	iwspb25	iwspb28	iwspb30	iwspb35	iwspb40	iwspb45	iwspb50	iwbob01	iwbob02	iwbob03	iwbob05	iwbob07	iwbob10	iwbob12	iwbob15	iwbob18	iwbob20	iwbob22	iwbob25	iwbob28	iwbob30	iwbob35	iwbob40	iwbob45	iwbob50	iwfib01	iwfib02	iwfib03	iwfib05	iwfib07	iwfib10	iwfib12	iwfib15	iwfib18	iwfib20	iwfib22	iwfib25	iwfib28	iwfib30	iwfib35	iwfib40	iwfib45	iwfib50	iwlub15	iwlub18	iwlub20	iwlub25	iwlub30	iwlub35	iwlub45	iwflb22	iwflb40	iwfab28	iwfab50	iwgeb40	iwgeb50	iwfib30	iwfib35	iwfib40	iwfib45	iwfib50	iwlub30	iwlub35	iwlub45	iwflb40	iwfab50	iwgeb40	iwgeb50	iwlub51	iwknb55	iwswb55	iwaxb55	iwmab55	iwspb55	iwbob55	iwfib55	iwlub55	iwstb55	iwgeb55	iwknb60	iwswb60	iwaxb60	iwmab60	iwstb60	iwspb60	iwbob60	iwfib60	iwlub60	iwgeb60	iwknb65	iwswb65	iwaxb65	iwmab65	iwstb65	iwspb65	iwbob65	iwfib65	iwlub65	iwgeb65	
LLcsm05	iwkja30	iwkjb30	iwkjc30	iwkjd30	iwkje30	iwkjf30	iwkjg30	iwkjh30	iwkji30	iwkjj30	iwkjk30	iwkjl30	iwkja35	iwkjb35	iwkjc35	iwkjd35	iwkje35	iwkjf35	iwkjg35	iwkjh35	iwkji35	iwkjj35	iwkjk35	iwkjl35	iwkja40	iwkjb40	iwkjc40	iwkjd40	iwkje40	iwkjf40	iwkjg40	iwkjh40	iwkji40	iwkjj40	iwkjk40	iwkjl40	iwkja45	iwkjb45	iwkjc45	iwkjd45	iwkje45	iwkjf45	iwkjg45	iwkjh45	iwkji45	iwkjj45	iwkjk45	iwkjl45	iwkja50	iwkjb50	iwkjc50	iwkjd50	iwkje50	iwkjf50	iwkjg50	iwkjh50	iwkji50	iwkjj50	iwkjk50	iwkjl50	iwsja30	iwsjb30	iwsjc30	iwsjd30	iwsje30	iwsjf30	iwsjg30	iwsjh30	iwsji30	iwsjj30	iwsjk30	iwsjl30	iwsja35	iwsjb35	iwsjc35	iwsjd35	iwsje35	iwsjf35	iwsjg35	iwsjh35	iwsji35	iwsjj35	iwsjk35	iwsjl35	iwsja40	iwsjb40	iwsjc40	iwsjd40	iwsje40	iwsjf40	iwsjg40	iwsjh40	iwsji40	iwsjj40	iwsjk40	iwsjl40	iwsja45	iwsjb45	iwsjc45	-1	
LLcsm06	iwsjd45	iwsje45	iwsjf45	iwsjg45	iwsjh45	iwsji45	iwsjj45	iwsjk45	iwsjl45	iwsja50	iwsjb50	iwsjc50	iwsjd50	iwsje50	iwsjf50	iwsjg50	iwsjh50	iwsji50	iwsjj50	iwsjk50	iwsjl50	iwxja30	iwxjb30	iwxjc30	iwxjd30	iwxje30	iwxjf30	iwxjg30	iwxjh30	iwxji30	iwxjj30	iwxjk30	iwxjl30	iwxja35	iwxjb35	iwxjc35	iwxjd35	iwxje35	iwxjf35	iwxjg35	iwxjh35	iwxji35	iwxjj35	iwxjk35	iwxjl35	iwxja40	iwxjb40	iwxjc40	iwxjd40	iwxje40	iwxjf40	iwxjg40	iwxjh40	iwxji40	iwxjj40	iwxjk40	iwxjl40	iwxja45	iwxjb45	iwxjc45	iwxjd45	iwxje45	iwxjf45	iwxjg45	iwxjh45	iwxji45	iwxjj45	iwxjk45	iwxjl45	iwxja50	iwxjb50	iwxjc50	iwxjd50	iwxje50	iwxjf50	iwxjg50	iwxjh50	iwxji50	iwxjj50	iwxjk50	iwxjl50	iwmja30	iwmjb30	iwmjc30	iwmjd30	iwmje30	iwmjf30	iwmjg30	iwmjh30	iwmji30	iwmjj30	iwmjk30	iwmjl30	iwmja35	iwmjb35	iwmjc35	iwmjd35	iwmje35	iwmjf35	iwmjg35	
LLcsm07	iwmjh35	iwmji35	iwmjj35	iwmjk35	iwmjl35	iwmja40	iwmjb40	iwmjc40	iwmjd40	iwmje40	iwmjf40	iwmjg40	iwmjh40	iwmji40	iwmjj40	iwmjk40	iwmjl40	iwmja45	iwmjb45	iwmjc45	iwmjd45	iwmje45	iwmjf45	iwmjg45	iwmjh45	iwmji45	iwmjj45	iwmjk45	iwmjl45	iwmja50	iwmjb50	iwmjc50	iwmjd50	iwmje50	iwmjf50	iwmjg50	iwmjh50	iwmji50	iwmjj50	iwmjk50	iwmjl50	iwpja30	iwpjb30	iwpjc30	iwpjd30	iwpje30	iwpjf30	iwpjg30	iwpjh30	iwpji30	iwpjj30	iwpjk30	iwpjl30	iwpja35	iwpjb35	iwpjc35	iwpjd35	iwpje35	iwpjf35	iwpjg35	iwpjh35	iwpji35	iwpjj35	iwpjk35	iwpjl35	iwpja40	iwpjb40	iwpjc40	iwpjd40	iwpje40	iwpjf40	iwpjg40	iwpjh40	iwpji40	iwpjj40	iwpjk40	iwpjl40	iwpja45	iwpjb45	iwpjc45	iwpjd45	iwpje45	iwpjf45	iwpjg45	iwpjh45	iwpji45	iwpjj45	iwpjk45	iwpjl45	iwpja50	iwpjb50	iwpjc50	iwpjd50	iwpje50	iwpjf50	iwpjg50	iwpjh50	iwpji50	iwpjj50	iwpjk50	
LLcsm08	iwpjl50	iwtja30	iwtjb30	iwtjc30	iwtjd30	iwtje30	iwtjf30	iwtjg30	iwtjh30	iwtji30	iwtjj30	iwtjk30	iwtjl30	iwtja35	iwtjb35	iwtjc35	iwtjd35	iwtje35	iwtjf35	iwtjg35	iwtjh35	iwtji35	iwtjj35	iwtjk35	iwtjl35	iwtja40	iwtjb40	iwtjc40	iwtjd40	iwtje40	iwtjf40	iwtjg40	iwtjh40	iwtji40	iwtjj40	iwtjk40	iwtjl40	iwtja45	iwtjb45	iwtjc45	iwtjd45	iwtje45	iwtjf45	iwtjg45	iwtjh45	iwtji45	iwtjj45	iwtjk45	iwtjl45	iwtja50	iwtjb50	iwtjc50	iwtjd50	iwtje50	iwtjf50	iwtjg50	iwtjh50	iwtji50	iwtjj50	iwtjk50	iwtjl50	iwfja30	iwfjb30	iwfjc30	iwfjd30	iwfje30	iwfjf30	iwfjg30	iwfjh30	iwfji30	iwfjj30	iwfjk30	iwfjl30	iwfja35	iwfjb35	iwfjc35	iwfjd35	iwfje35	iwfjf35	iwfjg35	iwfjh35	iwfji35	iwfjj35	iwfjk35	iwfjl35	iwfja40	iwfjb40	iwfjc40	iwfjd40	iwfje40	iwfjf40	iwfjg40	iwfjh40	iwfji40	iwfjj40	iwfjk40	iwfjl40	iwfja45	iwfjb45	iwfjc45	
LLcsm09	iwfjd45	iwfje45	iwfjf45	iwfjg45	iwfjh45	iwfji45	iwfjj45	iwfjk45	iwfjl45	iwfja50	iwfjb50	iwfjc50	iwfjd50	iwfje50	iwfjf50	iwfjg50	iwfjh50	iwfji50	iwfjj50	iwfjk50	iwfjl50	iwbja30	iwbjb30	iwbjc30	iwbjd30	iwbje30	iwbjf30	iwbjg30	iwbjh30	iwbji30	iwbjj30	iwbjk30	iwbjl30	iwbja35	iwbjb35	iwbjc35	iwbjd35	iwbje35	iwbjf35	iwbjg35	iwbjh35	iwbji35	iwbjj35	iwbjk35	iwbjl35	iwbja40	iwbjb40	iwbjc40	iwbjd40	iwbje40	iwbjf40	iwbjg40	iwbjh40	iwbji40	iwbjj40	iwbjk40	iwbjl40	iwbja45	iwbjb45	iwbjc45	iwbjd45	iwbje45	iwbjf45	iwbjg45	iwbjh45	iwbji45	iwbjj45	iwbjk45	iwbjl45	iwbja50	iwbjb50	iwbjc50	iwbjd50	iwbje50	iwbjf50	iwbjg50	iwbjh50	iwbji50	iwbjj50	iwbjk50	iwbjl50	iwuja30	iwujb30	iwujc30	iwujd30	iwuje30	iwujf30	iwujg30	iwujh30	iwuji30	iwujj30	iwujk30	iwujl30	iwuja35	iwujb35	iwujc35	iwujd35	iwuje35	iwujf35	iwujg35	
LLcsm10	iwujh35	iwuji35	iwujj35	iwujk35	iwujl35	iwuja45	iwujb45	iwujc45	iwujd45	iwuje45	iwujf45	iwujg45	iwujh45	iwuji45	iwujj45	iwujk45	iwujl45	iwaja50	iwajb50	iwajc50	iwajd50	iwaje50	iwajf50	iwajg50	iwajh50	iwaji50	iwajj50	iwajk50	iwajl50	iwlja40	iwljb40	iwljc40	iwljd40	iwlje40	iwljf40	iwljg40	iwljh40	iwlji40	iwljj40	iwljk40	iwljl40	iwkka30	iwkkb30	iwkkc30	iwkkd30	iwkke30	iwkkf30	iwkkg30	iwkkh30	iwkki30	iwkkj30	iwkkk30	iwkkl30	iwkka35	iwkkb35	iwkkc35	iwkkd35	iwkke35	iwkkf35	iwkkg35	iwkkh35	iwkki35	iwkkj35	iwkkk35	iwkkl35	iwkka40	iwkkb40	iwkkc40	iwkkd40	iwkke40	iwkkf40	iwkkg40	iwkkh40	iwkki40	iwkkj40	iwkkk40	iwkkl40	iwkka45	iwkkb45	iwkkc45	iwkkd45	iwkke45	iwkkf45	iwkkg45	iwkkh45	iwkki45	iwkkj45	iwkkk45	iwkkl45	iwkka50	iwkkb50	iwkkc50	iwkkd50	iwkke50	iwkkf50	iwkkg50	iwkkh50	iwkki50	iwkkj50	iwkkk50	
LLcsm11	iwkkl50	iwska30	iwskb30	iwskc30	iwskd30	iwske30	iwskf30	iwskg30	iwskh30	iwski30	iwskj30	iwskk30	iwskl30	iwska35	iwskb35	iwskc35	iwskd35	iwske35	iwskf35	iwskg35	iwskh35	iwski35	iwskj35	iwskk35	iwskl35	iwska40	iwskb40	iwskc40	iwskd40	iwske40	iwskf40	iwskg40	iwskh40	iwski40	iwskj40	iwskk40	iwskl40	iwska45	iwskb45	iwskc45	iwskd45	iwske45	iwskf45	iwskg45	iwskh45	iwski45	iwskj45	iwskk45	iwskl45	iwska50	iwskb50	iwskc50	iwskd50	iwske50	iwskf50	iwskg50	iwskh50	iwski50	iwskj50	iwskk50	iwskl50	iwxka30	iwxkb30	iwxkc30	iwxkd30	iwxke30	iwxkf30	iwxkg30	iwxkh30	iwxki30	iwxkj30	iwxkk30	iwxkl30	iwxka35	iwxkb35	iwxkc35	iwxkd35	iwxke35	iwxkf35	iwxkg35	iwxkh35	iwxki35	iwxkj35	iwxkk35	iwxkl35	iwxka40	iwxkb40	iwxkc40	iwxkd40	iwxke40	iwxkf40	iwxkg40	iwxkh40	iwxki40	iwxkj40	iwxkk40	iwxkl40	iwxka45	iwxkb45	iwxkc45	
